Id,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,EducationYears,Passport,Exited
6219,Campbell,591,Italy,Male,29.0,1,97541.24,1,1.0,1.0,196356.17,13.1,28660352,0
6220,Northern,727,Italy,Female,49.0,7,96296.78,1,1.0,0.0,190457.87,14.5,21668193,1
6221,Ts'ao,499,Italy,Male,39.0,6,0.0,2,1.0,1.0,81409.0,10.7,10142760,0
6222,Black,662,Italy,Male,20.0,9,104508.77,2,0.0,0.0,73107.53,8.8,20452560,0
6223,Bergamaschi,683,EEUU,Female,30.0,2,0.0,2,0.0,1.0,100496.84,12.3,15711969,1
6224,Fan,468,EEUU,Male,36.0,3,61636.97,1,0.0,0.0,107787.42,12.1,20351788,0
6225,Cooke,600,EEUU,Male,34.0,0,0.0,2,0.0,1.0,3756.23,11.5,28662452,0
6226,Chia,612,France,Male,46.0,9,161450.03,1,1.0,1.0,96961.0,11.2,10085266,1
6227,Su,708,EEUU,Female,33.0,8,0.0,2,0.0,1.0,15246.83,8.8,27664294,0
6228,Beneventi,577,EEUU,Male,25.0,3,0.0,2,0.0,1.0,124508.29,10.1,18519244,0
6229,Jimenez,806,Italy,Male,18.0,3,0.0,2,1.0,1.0,86994.54,9.9,13970063,0
6230,Stevenson,654,France,Male,37.0,2,145610.07,2,0.0,0.0,186300.59,13.7,22246066,0
6231,Yeh,850,EEUU,Female,33.0,7,118004.26,1,1.0,0.0,183983.82,12.6,16534912,0
6232,Ko,702,Italy,Female,38.0,2,0.0,1,1.0,1.0,161888.63,11.4,12729493,0
6233,Duncan,786,Italy,Male,40.0,6,0.0,2,0.0,0.0,41248.8,10.5,18762015,0
6234,Tao,780,EEUU,Male,34.0,1,0.0,1,1.0,1.0,64804.04,11.2,10557108,0
6235,Clements,544,EEUU,Female,26.0,6,0.0,1,1.0,0.0,100200.4,10.1,26541428,1
6236,Wallace,697,France,Male,43.0,8,103409.16,1,1.0,0.0,66893.28,12.8,12434801,1
6237,Yuryeva,570,Italy,Male,21.0,7,116099.82,1,1.0,1.0,148087.62,10.2,24739616,0
6238,Cameron,690,EEUU,Female,26.0,5,157624.84,1,1.0,1.0,49599.27,11.8,12779062,0
6239,Evseev,664,EEUU,Female,44.0,8,142989.69,1,1.0,1.0,115452.51,13.1,11023780,1
6240,Abbott,550,EEUU,Female,46.0,7,0.0,2,1.0,0.0,130590.35,12.3,18395297,0
6241,T'ien,850,France,Male,53.0,2,94078.97,2,1.0,0.0,36980.54,14.2,27620321,0
6242,Simpson,590,Italy,Female,37.0,0,64345.21,1,0.0,1.0,61759.33,13.3,28626461,1
6243,Marcum,625,EEUU,Female,51.0,4,124620.01,2,1.0,0.0,92243.94,12.9,17239223,1
6244,Cody,565,EEUU,Male,32.0,9,0.0,2,1.0,0.0,5388.3,9.1,19317381,0
6245,Manna,749,EEUU,Male,41.0,5,57568.94,1,1.0,1.0,61128.29,13.2,24621092,0
6246,He,669,France,Male,45.0,1,123949.75,1,0.0,0.0,110881.56,11.7,21279258,0
6247,Mellor,696,France,Male,49.0,5,97036.22,2,1.0,0.0,152450.84,12.7,20979214,1
6248,Wunder,793,Italy,Male,38.0,9,0.0,2,1.0,0.0,88225.02,11.0,11881647,0
6249,Ferri,520,Italy,Female,30.0,4,145222.99,2,0.0,0.0,145160.96,12.3,22314827,0
6250,Tsai,644,France,Female,51.0,4,95560.04,1,0.0,0.0,72628.84,13.7,16445566,1
6251,Macleod,432,Italy,Male,38.0,7,0.0,2,1.0,0.0,150580.88,11.9,17845976,0
6252,Hawes,794,France,Female,54.0,1,75900.84,1,1.0,1.0,192154.66,14.4,20467850,0
6253,Rowe,667,EEUU,Female,37.0,9,71786.9,2,1.0,1.0,67734.79,10.1,22878623,0
6254,Bevan,644,Italy,Male,18.0,7,0.0,1,0.0,1.0,59645.24,11.2,25495493,1
6255,Benson,516,Italy,Female,27.0,1,0.0,1,0.0,1.0,112311.15,9.5,21932405,0
6256,Stanley,724,EEUU,Female,28.0,5,0.0,1,1.0,0.0,59351.68,11.8,20739087,0
6257,Pacheco,604,EEUU,Male,30.0,5,0.0,2,1.0,0.0,75786.55,12.1,24535670,0
6258,Tuan,580,Italy,Male,29.0,9,61710.44,2,1.0,0.0,128077.8,10.7,14971171,0
6259,Munro,754,EEUU,Male,39.0,3,74896.33,1,0.0,0.0,34430.16,9.9,16527214,0
6260,Burgmann,660,France,Female,39.0,5,135134.99,1,1.0,0.0,173683.0,11.0,10881681,1
6261,Arbour,660,EEUU,Female,48.0,0,90044.32,2,0.0,1.0,187604.97,15.1,26634869,1
6262,Barber,735,France,Female,43.0,9,98807.45,1,0.0,0.0,184570.04,13.9,14346723,1
6263,Pope,753,EEUU,Female,39.0,7,155062.8,1,1.0,1.0,16460.77,11.2,11970228,0
6264,Rutherford,691,EEUU,Female,33.0,6,0.0,2,1.0,0.0,164074.89,11.9,20493191,0
6265,Milanesi,640,EEUU,Female,66.0,9,116037.76,1,0.0,1.0,184636.05,13.5,28543969,0
6266,Pitcher,577,Italy,Male,29.0,2,0.0,1,1.0,1.0,168924.41,11.9,17804423,0
6267,Zhdanova,701,France,Male,36.0,7,95448.32,2,1.0,0.0,189085.07,11.3,21612202,0
6268,Holmes,800,EEUU,Female,29.0,2,0.0,2,0.0,0.0,167773.55,11.5,25656842,0
6269,Wang,456,EEUU,Female,33.0,1,188285.68,1,0.0,0.0,58363.94,11.7,24022843,0
6270,Burns,610,EEUU,Female,25.0,2,0.0,2,1.0,0.0,123723.83,9.2,20370701,0
6271,Li,727,France,Male,59.0,5,152581.06,1,1.0,0.0,71830.1,15.5,17547580,1
6272,Ndubueze,568,EEUU,Male,30.0,8,73054.37,2,1.0,1.0,27012.0,10.9,28567840,0
6273,Hudson,635,France,Male,43.0,5,78992.75,2,0.0,0.0,153265.31,13.4,26002413,0
6274,Su,534,EEUU,Male,52.0,1,0.0,3,1.0,1.0,104035.41,14.4,17810406,1
6275,Azubuike,621,EEUU,Female,43.0,5,0.0,1,1.0,1.0,47578.45,10.5,15611838,0
6276,Tien,803,EEUU,Female,65.0,2,151659.52,2,0.0,1.0,6930.17,14.9,14915243,0
6277,Simpson,759,EEUU,Male,26.0,4,0.0,2,1.0,0.0,135394.62,10.0,27344290,0
6278,Simpson,458,France,Female,28.0,2,171932.26,2,1.0,1.0,9578.24,11.8,23102434,0
6279,Cherkasova,741,EEUU,Female,21.0,9,0.0,2,0.0,1.0,139259.54,9.0,25261460,0
6280,Aliyeva,705,France,Female,43.0,7,79974.55,1,1.0,1.0,103108.33,12.1,24194467,0
6281,Udegbulam,660,France,Female,29.0,6,180520.29,1,1.0,1.0,123850.58,11.9,14008257,0
6282,Wark,660,EEUU,Male,63.0,8,137841.53,1,1.0,1.0,42790.29,14.0,26145736,0
6283,Hand,573,France,Male,31.0,0,134644.19,1,1.0,1.0,70381.49,9.0,13183474,0
6284,Ho,553,France,Male,41.0,9,110112.54,2,0.0,0.0,81898.81,13.6,10800717,0
6285,Chung,741,EEUU,Female,35.0,1,0.0,2,1.0,0.0,36557.55,12.3,17641167,0
6286,Chukwudi,594,EEUU,Male,50.0,7,81310.34,1,1.0,1.0,183868.01,13.4,14561156,0
6287,Sargood,648,France,Female,45.0,5,118886.55,1,0.0,0.0,51636.7,11.1,17558861,0
6288,Ahern,689,EEUU,Female,58.0,5,0.0,2,0.0,1.0,49848.86,12.1,28385968,0
6289,Russell,461,EEUU,Female,35.0,5,0.0,1,1.0,1.0,54209.02,9.6,11841786,0
6290,Reed,737,EEUU,Male,43.0,0,80090.93,1,1.0,0.0,39920.0,13.3,16952603,1
6291,Plumb,683,EEUU,Male,30.0,8,110829.52,2,0.0,0.0,24938.84,10.5,18237509,0
6292,MacDonald,535,EEUU,Female,45.0,2,0.0,2,0.0,1.0,170621.55,14.9,28006348,0
6293,Lei,711,France,Male,43.0,2,39043.29,2,1.0,1.0,175423.69,14.1,21691215,0
6294,Vincent,592,France,Female,34.0,6,102143.93,2,1.0,1.0,102628.98,11.1,15148917,0
6295,Endrizzi,726,France,Male,30.0,7,92847.59,1,1.0,0.0,146154.06,11.8,11465225,0
6296,Avdeev,837,EEUU,Male,49.0,8,103302.37,1,1.0,1.0,50974.57,12.4,15864297,0
6297,Hung,547,EEUU,Female,29.0,6,104450.86,1,1.0,1.0,37160.28,11.1,28896509,0
6298,Trevisani,772,EEUU,Male,47.0,9,152347.01,1,0.0,1.0,17671.78,11.3,28068488,0
6299,Hsing,690,Italy,Female,48.0,2,0.0,2,1.0,1.0,3149.1,13.2,17882160,0
6300,Kelly,657,EEUU,Male,38.0,7,0.0,2,1.0,0.0,185827.74,11.8,22334428,0
6301,Parkes,827,Italy,Female,35.0,0,0.0,2,0.0,1.0,184514.01,10.4,23228453,0
6302,Obiuto,805,France,Male,56.0,6,151802.29,1,1.0,0.0,46791.09,13.6,22115968,1
6303,Madukwe,514,EEUU,Male,38.0,4,112230.38,1,1.0,0.0,16717.11,11.4,14371337,1
6304,Udinese,434,France,Male,71.0,9,119496.87,1,1.0,0.0,125848.88,14.7,16248021,0
6305,McKay,691,EEUU,Male,26.0,9,136623.19,1,1.0,0.0,153228.0,12.4,12621495,0
6306,Glasgow,619,France,Female,52.0,8,124099.13,1,0.0,0.0,23904.52,13.7,24551145,0
6307,Roberts,764,EEUU,Male,41.0,7,0.0,2,0.0,0.0,134878.34,13.4,19668258,0
6308,Taylor,698,France,Male,55.0,8,155059.1,2,1.0,1.0,144584.29,15.6,16276127,0
6309,Sims,732,EEUU,Female,43.0,6,0.0,2,1.0,0.0,65731.53,11.5,24708507,0
6310,Ikedinachukwu,779,EEUU,Female,42.0,5,0.0,2,0.0,0.0,25951.91,10.1,19799012,0
6311,Dellucci,620,Italy,Female,43.0,2,0.0,2,1.0,0.0,20670.1,13.0,23404499,0
6312,Naylor,692,EEUU,Female,28.0,8,95059.02,2,1.0,0.0,44420.18,10.0,14850726,0
6313,Morres,536,EEUU,Female,35.0,8,0.0,1,1.0,0.0,171840.24,10.7,18730268,1
6314,Watson,757,France,Female,43.0,5,131433.33,2,1.0,1.0,3497.43,9.6,18765249,1
6315,Chien,713,France,Male,45.0,4,131038.14,1,1.0,0.0,74005.04,10.8,25626577,1
6316,Tien,850,France,Female,47.0,4,99219.47,2,1.0,1.0,122141.13,13.8,28391784,0
6317,Lorenzo,631,EEUU,Male,26.0,1,149144.61,1,0.0,1.0,123697.95,11.9,14047151,0
6318,Pisani,575,EEUU,Male,36.0,1,0.0,1,0.0,1.0,94570.56,12.0,25281960,0
6319,Nebechi,742,EEUU,Female,28.0,2,191864.51,1,1.0,0.0,108457.99,10.2,23824048,1
6320,Hs?,596,France,Male,48.0,2,131326.47,1,0.0,0.0,1140.02,12.2,17487205,1
6321,Pugliesi,689,Italy,Female,40.0,5,154251.67,1,0.0,1.0,118319.5,11.6,14685277,0
6322,Y?an,529,Italy,Male,35.0,5,0.0,2,1.0,1.0,187288.5,10.9,24444401,0
6323,Hou,600,France,Male,53.0,7,106261.63,1,1.0,0.0,93629.66,14.1,25534765,1
6324,Sharpe,754,Italy,Female,27.0,8,0.0,2,0.0,0.0,121821.16,9.8,10816774,0
6325,Shaw,653,EEUU,Female,60.0,2,120731.39,4,1.0,1.0,138160.11,14.5,11676557,1
6326,Fenton,510,EEUU,Male,32.0,9,103324.78,1,1.0,1.0,46127.7,12.6,16655975,0
6327,Baranova,786,France,Female,33.0,0,122325.58,1,0.0,0.0,34712.34,12.4,15298393,1
6328,Anderson,576,Italy,Male,26.0,8,0.0,2,0.0,1.0,34101.06,11.3,20683206,0
6329,Arrington,773,Italy,Male,51.0,4,0.0,2,0.0,0.0,123587.83,12.6,18589388,1
6330,Watson,489,EEUU,Female,51.0,3,0.0,2,0.0,1.0,174098.28,11.9,26593448,1
6331,Onuchukwu,687,EEUU,Female,36.0,4,97157.96,1,0.0,1.0,63185.05,11.3,12860733,0
6332,Hsing,759,EEUU,Male,40.0,4,0.0,2,1.0,0.0,124615.59,11.1,27204387,0
6333,Castiglione,545,EEUU,Male,30.0,3,0.0,2,1.0,0.0,170307.43,13.1,11116329,0
6334,Tsai,652,France,Female,26.0,1,131908.35,1,1.0,1.0,179269.79,11.2,19032037,0
6335,Soto,678,Italy,Female,49.0,8,0.0,2,0.0,1.0,98090.69,12.7,15837076,0
6336,Parry-Okeden,767,EEUU,Female,34.0,8,0.0,2,1.0,0.0,94767.77,9.7,20679930,0
6337,Forbes,617,Italy,Female,46.0,3,106521.49,1,0.0,1.0,86587.37,14.4,15830703,0
6338,Brooks,668,Italy,Male,25.0,8,0.0,2,1.0,1.0,135112.09,11.1,11754449,0
6339,Scott,806,France,Male,30.0,8,168078.83,1,1.0,0.0,85028.36,10.0,14138947,1
6340,Trentini,487,Italy,Female,31.0,1,0.0,2,1.0,0.0,158750.13,10.1,28915116,0
6341,McDonald,785,EEUU,Male,36.0,2,0.0,1,0.0,1.0,61811.1,11.4,12367836,0
6342,Tsou,539,EEUU,Male,30.0,0,0.0,2,1.0,0.0,160979.66,13.1,15305193,0
6343,Lawrence,728,EEUU,Female,28.0,4,142243.54,2,1.0,0.0,33074.51,11.1,17459672,0
6344,Alexander,611,Italy,Male,34.0,4,0.0,2,1.0,0.0,170950.58,10.4,21197111,0
6345,She,598,France,Male,19.0,3,150348.37,1,1.0,1.0,173784.04,11.1,12879463,0
6346,Chiabuotu,524,EEUU,Male,32.0,1,144875.71,1,0.0,0.0,187740.04,12.9,23834160,0
6347,MacDonald,576,France,Male,30.0,7,132174.41,2,0.0,0.0,93767.03,10.8,25315108,0
6348,Kenenna,724,EEUU,Female,37.0,10,68598.56,1,1.0,0.0,157862.82,11.3,26102665,0
6349,Tung,669,EEUU,Female,38.0,9,121858.98,1,1.0,0.0,130755.34,10.3,17924915,0
6350,Gordon,751,EEUU,Female,48.0,9,0.0,1,1.0,0.0,137508.42,13.3,21292080,1
6351,Jamieson,638,EEUU,Male,36.0,6,188455.19,1,0.0,0.0,47031.4,12.3,13646009,1
6352,Macleod,541,EEUU,Male,29.0,7,127504.57,1,0.0,0.0,86173.92,9.8,22649589,0
6353,Iadanza,701,EEUU,Female,35.0,2,0.0,2,1.0,1.0,65765.22,13.1,15306837,0
6354,Bull,430,EEUU,Female,60.0,7,73937.02,1,1.0,0.0,161937.62,15.9,20328556,1
6355,Findlay,656,France,Male,27.0,4,118627.16,2,1.0,1.0,160835.3,12.6,11357599,0
6356,Glazkov,718,France,Male,28.0,4,65643.3,1,1.0,0.0,28760.99,9.5,22873510,0
6357,K'ung,648,Italy,Male,35.0,7,0.0,2,1.0,1.0,78436.36,10.8,25140309,0
6358,Belstead,524,EEUU,Male,52.0,2,87894.26,1,1.0,0.0,173899.42,12.3,13010323,1
6359,Williams,815,EEUU,Female,56.0,3,0.0,3,1.0,1.0,94248.16,12.6,16522797,1
6360,Endrizzi,696,EEUU,Male,28.0,4,172646.82,1,1.0,1.0,116471.43,12.2,14692711,0
6361,Hardiman,785,France,Female,32.0,3,124493.03,2,0.0,1.0,52583.79,9.3,17413474,1
6362,Scott,675,EEUU,Male,32.0,1,0.0,3,1.0,0.0,85901.09,12.2,10440921,0
6363,Polyakova,543,EEUU,Female,42.0,5,0.0,2,0.0,0.0,101905.34,12.1,13220075,0
6364,Castiglione,644,EEUU,Male,28.0,7,155060.41,1,1.0,0.0,29179.52,12.0,19546322,0
6365,Fraser,802,Italy,Male,38.0,7,0.0,2,0.0,1.0,57764.65,9.7,18233015,0
6366,Selezneva,601,France,Female,47.0,1,142802.02,1,1.0,1.0,57553.02,14.0,12745241,0
6367,Onuora,757,EEUU,Female,51.0,1,0.0,1,1.0,1.0,22835.13,12.3,11501843,1
6368,Shih,640,EEUU,Male,63.0,2,68432.45,2,1.0,1.0,112503.24,12.9,27421708,1
6369,Palfreyman,625,EEUU,Female,38.0,7,0.0,1,1.0,0.0,164804.02,13.5,15541550,0
6370,Maclean,557,EEUU,Male,33.0,3,54503.55,1,1.0,1.0,371.05,9.1,15180737,0
6371,Chiefo,540,France,Male,39.0,1,82531.11,1,1.0,0.0,114092.52,12.4,14759585,0
6372,Bianchi,612,Italy,Female,63.0,2,131629.17,2,1.0,0.0,122109.58,13.4,24562787,1
6373,Lavrov,742,EEUU,Male,32.0,6,160485.16,1,1.0,0.0,29023.03,9.4,27652334,0
6374,Nucci,810,EEUU,Female,38.0,9,153166.17,1,1.0,1.0,93261.69,11.8,18420910,0
6375,Ulyanov,503,Italy,Female,36.0,9,0.0,2,1.0,1.0,16274.67,11.6,19427683,0
6376,Mault,612,EEUU,Male,32.0,3,121394.42,1,1.0,0.0,164081.42,10.4,12319341,0
6377,Gambrell,688,EEUU,Male,29.0,1,0.0,2,1.0,0.0,154695.57,11.4,27806605,0
6378,Stevenson,597,EEUU,Female,29.0,1,132144.35,1,1.0,0.0,158086.33,11.6,15183240,0
6379,Barese,512,Italy,Female,35.0,5,124580.69,1,1.0,1.0,18785.48,11.8,14760136,0
6380,Sun,704,EEUU,Male,24.0,2,148197.15,2,1.0,0.0,182775.08,11.9,11019299,0
6381,Norton,802,EEUU,Female,39.0,7,120145.96,2,0.0,1.0,59497.01,11.1,24248457,1
6382,Dobson,544,EEUU,Female,64.0,3,124043.8,1,1.0,1.0,111402.97,12.5,26609406,1
6383,Sharpe,617,EEUU,Male,54.0,6,102141.9,1,1.0,1.0,45325.26,14.8,22371891,0
6384,Carey,715,Italy,Female,35.0,4,40169.88,2,1.0,1.0,199857.47,12.6,12283943,0
6385,Ch'in,619,EEUU,Male,29.0,5,0.0,2,1.0,0.0,194310.1,11.8,11877313,0
6386,Ma,642,EEUU,Male,32.0,3,0.0,2,1.0,1.0,88698.83,9.3,21524055,0
6387,Carter,563,EEUU,Male,33.0,8,0.0,2,0.0,1.0,68815.05,11.3,24804813,0
6388,Chiu,461,France,Female,74.0,1,186445.31,2,1.0,1.0,196767.83,15.3,18784011,0
6389,Ni,569,EEUU,Female,44.0,4,0.0,2,0.0,0.0,134394.78,14.1,22449402,0
6390,Shaw,622,France,Male,33.0,3,96926.12,2,1.0,0.0,48553.77,11.6,16000379,0
6391,Jamieson,534,EEUU,Male,36.0,4,120037.96,1,1.0,0.0,36275.94,10.7,28819153,0
6392,Butler,534,Italy,Male,51.0,3,0.0,2,0.0,1.0,20856.31,13.4,25838675,0
6393,Uwaezuoke,575,EEUU,Female,40.0,1,139532.34,1,1.0,0.0,181294.39,11.7,23523665,0
6394,Hendley,623,Italy,Male,44.0,1,83325.77,1,0.0,1.0,80828.78,12.2,25373963,0
6395,Marchesi,608,Italy,Female,38.0,9,102406.76,1,0.0,1.0,57600.66,10.6,17057219,0
6396,Lin,515,France,Male,45.0,7,120961.5,3,1.0,1.0,39288.11,11.1,13534738,1
6397,Larkin,709,EEUU,Male,26.0,6,156551.63,1,0.0,1.0,4410.77,10.1,16938932,0
6398,Blackburn,736,France,Male,46.0,5,130812.91,1,1.0,1.0,77981.54,13.9,14563061,1
6399,Hou,437,EEUU,Male,49.0,9,111634.29,2,0.0,1.0,166440.32,14.9,16615615,0
6400,Manna,798,EEUU,Male,34.0,9,154495.79,1,1.0,0.0,191395.88,14.2,10321868,0
6401,Iloabuchi,835,EEUU,Male,35.0,6,127120.07,1,1.0,0.0,28707.69,11.6,17006753,0
6402,Mouzon,692,France,Male,45.0,6,142084.04,4,1.0,0.0,188305.85,12.8,18366729,1
6403,Onwuamaegbu,585,EEUU,Male,54.0,8,87105.32,1,1.0,1.0,55346.14,11.9,15790774,0
6404,Nnaemeka,682,EEUU,Male,37.0,5,0.0,2,0.0,1.0,112554.68,12.7,22294622,0
6405,Chukwuemeka,657,EEUU,Female,28.0,7,0.0,2,0.0,1.0,5177.62,9.7,13366403,0
6406,Pisano,571,France,Male,37.0,9,139592.98,3,1.0,0.0,104152.65,11.4,25763551,1
6407,Walton,585,EEUU,Female,67.0,5,113978.97,2,0.0,1.0,93146.11,13.3,16325524,0
6408,Fomin,621,Italy,Female,36.0,7,116338.68,1,1.0,1.0,155743.48,12.5,28835944,0
6409,Folliero,537,EEUU,Male,26.0,7,106397.75,1,0.0,0.0,103563.23,10.0,15368757,0
6410,Colombo,529,EEUU,Male,28.0,9,0.0,2,1.0,1.0,52545.24,9.2,10227425,0
6411,Reid,738,France,Female,57.0,9,148384.64,1,0.0,0.0,155047.11,13.8,23921738,1
6412,T'ang,754,Italy,Male,35.0,4,0.0,2,1.0,1.0,9658.41,10.0,24437255,0
6413,Fanucci,850,EEUU,Female,28.0,2,0.0,2,1.0,1.0,38773.74,8.7,15104283,0
6414,Piccio,688,EEUU,Female,38.0,7,123544.21,1,1.0,1.0,157664.02,12.6,28743214,0
6415,Yin,752,EEUU,Female,36.0,2,119912.46,1,1.0,0.0,124354.92,11.5,26303246,0
6416,Shih,745,France,Female,44.0,0,119638.21,1,1.0,1.0,34265.08,12.9,22430649,1
6417,Gallop,680,Italy,Male,35.0,9,0.0,2,0.0,0.0,143774.06,12.3,17206630,0
6418,Lucchese,416,France,Female,25.0,0,97738.97,2,1.0,1.0,160523.33,12.2,18450649,0
6419,Loewenthal,631,Italy,Male,27.0,10,134169.62,1,1.0,1.0,176730.02,13.4,27690709,0
6420,Shen,738,Italy,Male,49.0,3,0.0,3,1.0,1.0,65066.48,11.0,10606429,1
6421,Chinedum,655,EEUU,Female,45.0,7,57327.04,1,0.0,1.0,47349.0,11.6,21890540,0
6422,Pankhurst,850,France,Female,33.0,2,83415.04,1,0.0,1.0,74917.64,13.0,13575944,0
6423,Enyinnaya,799,Italy,Male,35.0,7,0.0,2,0.0,1.0,140780.8,12.9,18472347,0
6424,Bolton,756,EEUU,Male,40.0,1,94773.11,1,1.0,0.0,114279.63,11.8,16647889,0
6425,Kuo,631,Italy,Male,55.0,9,99685.06,1,1.0,0.0,114474.98,11.8,19548876,0
6426,Ogochukwu,678,EEUU,Female,38.0,2,0.0,2,0.0,0.0,115068.99,10.4,11943049,0
6427,Ibezimako,708,Italy,Female,32.0,8,187487.63,1,1.0,1.0,120115.5,12.5,15176752,0
6428,Fraser,497,Italy,Male,27.0,9,75263.16,1,1.0,1.0,164825.04,12.7,24077440,0
6429,T'ao,684,Italy,Female,38.0,3,134168.5,3,1.0,0.0,3966.5,10.5,26251142,1
6430,Jamieson,660,France,Female,52.0,4,86891.84,1,1.0,0.0,90877.76,13.1,10320376,0
6431,Kung,763,Italy,Female,32.0,8,0.0,2,1.0,0.0,16725.53,11.0,12472946,0
6432,Chimezie,716,EEUU,Female,23.0,2,94464.81,2,0.0,1.0,185900.88,12.7,10784453,0
6433,T'an,600,Italy,Female,27.0,6,0.0,2,1.0,1.0,172031.22,10.8,16484854,0
6434,Bogle,647,France,Male,30.0,6,143138.91,2,1.0,0.0,2955.46,8.3,13479531,0
6435,McIntyre,605,Italy,Female,29.0,3,116805.82,1,0.0,0.0,4092.75,10.2,13668542,0
6436,Valentin,753,France,Female,38.0,1,117314.92,1,1.0,0.0,122021.33,12.0,26606897,1
6437,Anayolisa,597,France,Female,35.0,8,131101.04,1,1.0,1.0,192852.67,12.0,17723821,0
6438,Cox,652,Italy,Male,31.0,1,132862.59,1,0.0,0.0,158054.49,11.6,27598393,0
6439,Harris,618,EEUU,Female,40.0,0,0.0,1,1.0,0.0,119059.13,14.0,22072622,0
6440,Martin,733,France,Male,74.0,3,106545.53,1,1.0,1.0,134589.58,15.0,10213611,0
6441,Ibekwe,581,EEUU,Male,41.0,8,0.0,2,0.0,0.0,29737.14,12.4,26826519,0
6442,Chijindum,768,EEUU,Male,25.0,6,0.0,2,1.0,1.0,21215.67,10.5,12695698,0
6443,Lucchesi,527,Italy,Male,53.0,8,0.0,1,1.0,1.0,51711.57,13.0,17376020,0
6444,Lo,580,France,Female,42.0,2,123331.36,1,0.0,0.0,103516.08,11.4,24168129,1
6445,Muravyova,567,EEUU,Male,54.0,9,96402.96,1,0.0,0.0,52035.29,14.3,22429675,1
6446,Clancy,657,EEUU,Female,37.0,2,0.0,2,1.0,1.0,7667.48,11.8,16999876,0
6447,Cartagena,741,EEUU,Male,38.0,9,0.0,2,1.0,0.0,14379.01,10.3,26735450,0
6448,McGill,717,EEUU,Female,25.0,7,108664.85,2,1.0,0.0,190011.85,10.6,19982082,0
6449,Aksenov,541,EEUU,Male,39.0,7,0.0,2,1.0,0.0,19823.02,9.7,27081556,0
6450,Bailey,637,EEUU,Female,48.0,7,130806.99,2,1.0,1.0,132005.85,12.7,19199485,1
6451,Dale,639,EEUU,Female,50.0,6,115335.32,2,1.0,1.0,53130.41,13.6,12418882,0
6452,Kirby,555,Italy,Male,21.0,1,0.0,2,0.0,0.0,103901.35,8.4,22827600,0
6453,Zhirov,837,Italy,Male,31.0,9,104678.62,1,0.0,1.0,50972.6,12.5,17430178,0
6454,Palermo,719,Italy,Male,50.0,2,0.0,2,0.0,0.0,10772.13,11.6,13707068,0
6455,Henderson,790,Italy,Male,20.0,8,0.0,2,1.0,0.0,168152.76,8.7,26157512,0
6456,Okwudiliolisa,609,Italy,Male,37.0,5,129312.79,1,1.0,1.0,26793.82,9.0,11156660,0
6457,Berry,696,EEUU,Male,27.0,4,87637.26,2,0.0,0.0,196111.35,10.6,18178347,0
6458,Tuan,666,EEUU,Male,36.0,3,0.0,2,1.0,0.0,35156.54,10.3,26647851,0
6459,Fyodorov,529,EEUU,Female,31.0,2,164003.05,2,1.0,1.0,60993.23,9.1,25325132,0
6460,Kenenna,687,Italy,Female,36.0,5,0.0,1,1.0,0.0,17696.22,11.2,19571249,0
6461,Blair,621,EEUU,Male,32.0,1,0.0,2,1.0,1.0,168779.47,12.2,16998704,0
6462,Lombardo,504,EEUU,Female,73.0,8,0.0,1,1.0,1.0,34595.58,14.5,20775692,0
6463,Beavers,678,Italy,Male,30.0,0,0.0,1,1.0,0.0,35113.08,11.6,21267624,0
6464,Nnachetam,539,EEUU,Male,20.0,0,83459.86,1,1.0,1.0,146752.67,11.1,23630060,0
6465,Griffiths,775,France,Male,25.0,10,60205.2,2,1.0,0.0,14073.11,8.4,20036337,0
6466,Schiavone,659,EEUU,Female,38.0,3,0.0,2,1.0,0.0,158553.1,13.7,27906322,0
6467,Yeh,808,Italy,Male,25.0,7,0.0,2,0.0,1.0,23180.37,11.2,16472912,0
6468,Chimaijem,637,EEUU,Male,41.0,2,0.0,2,0.0,1.0,102515.42,12.9,13594807,0
6469,Hussey,774,Italy,Male,32.0,9,0.0,2,1.0,0.0,10604.48,8.6,20360798,0
6470,O'Loughlin,788,EEUU,Female,33.0,5,0.0,2,0.0,0.0,116978.19,12.6,20706546,0
6471,Hsiao,649,EEUU,Male,39.0,3,113096.41,1,1.0,1.0,60335.24,10.7,20819058,0
6472,Martin,607,EEUU,Female,48.0,4,112070.86,3,1.0,0.0,173568.3,11.6,25341854,1
6473,Hooper,631,France,Female,33.0,4,123246.7,1,0.0,0.0,112687.57,12.1,24454640,0
6474,White,719,Italy,Female,35.0,8,0.0,1,1.0,1.0,165162.4,10.7,13291995,0
6475,Hsing,592,EEUU,Female,37.0,7,0.0,2,1.0,1.0,126726.33,13.3,21619484,0
6476,Porter,675,France,Male,36.0,7,89409.95,1,1.0,1.0,149399.7,11.4,17945898,0
6477,Moore,646,France,Male,24.0,0,92398.08,1,1.0,1.0,18897.29,10.2,21065339,0
6478,Thompson,630,EEUU,Male,34.0,9,0.0,2,1.0,1.0,114006.35,11.6,22654782,0
6479,Chu,531,EEUU,Female,37.0,1,0.0,1,1.0,0.0,4606.97,12.2,23429224,0
6480,Benson,558,EEUU,Male,32.0,5,73494.21,1,0.0,0.0,136301.1,11.3,18566381,0
6481,Marshall,608,France,Male,26.0,1,106648.98,1,0.0,1.0,7063.6,8.8,24470116,0
